ids,Datasets,can_cor.mean,can_cor.sd,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,g_mean.mean,g_mean.sd,gravity,h_mean.mean,h_mean.sd,iq_range.mean,iq_range.sd,kurtosis.mean,kurtosis.sd,lh_trace,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,nr_cor_attr,nr_disc,nr_norm,nr_outliers,p_trace,range.mean,range.sd,roy_root,sd.mean,sd.sd,sd_ratio,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t_mean.mean,t_mean.sd,var.mean,var.sd,w_lambda,attr_to_inst,cat_to_num,freq_class.mean,freq_class.sd,inst_to_attr,nr_attr,nr_bin,nr_cat,nr_class,nr_inst,nr_num,num_to_cat,leaves,leaves_branch.mean,leaves_branch.sd,leaves_corrob.mean,leaves_corrob.sd,leaves_homo.mean,leaves_homo.sd,leaves_per_class.mean,leaves_per_class.sd,nodes,nodes_per_attr,nodes_per_inst,nodes_per_level.mean,nodes_per_level.sd,nodes_repeated.mean,nodes_repeated.sd,tree_depth.mean,tree_depth.sd,tree_imbalance.mean,tree_imbalance.sd,tree_shape.mean,tree_shape.sd,var_importance.mean,var_importance.sd,best_node.mean,best_node.sd,elite_nn.mean,elite_nn.sd,linear_discr.mean,linear_discr.sd,naive_bayes.mean,naive_bayes.sd,one_nn.mean,one_nn.sd,random_node.mean,random_node.sd,worst_node.mean,worst_node.sd,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,class_conc.mean,class_conc.sd,class_ent,eq_num_attr,joint_ent.mean,joint_ent.sd,mut_inf.mean,mut_inf.sd,ns_ratio,c1,c2,cls_coef,density,f1.mean,f1.sd,f1v.mean,f1v.sd,f2.mean,f2.sd,f3.mean,f3.sd,f4.mean,f4.sd,hubs.mean,hubs.sd,l1.mean,l1.sd,l2.mean,l2.sd,l3.mean,l3.sd,lsc,n1,n2.mean,n2.sd,n3.mean,n3.sd,n4.mean,n4.sd,t1.mean,t1.sd,t2,t3,t4
40981,Australian_40981.csv,,,0.07158750180895554,0.09474227714604865,9.768721169290584,80.55120600900077,595.606285582069,1848.2541305914951,6.345317647831368,21.14580191450778,73.84620653452762,2.594507224189607,10.356966416472604,13.807142857142857,35.7062713696915,34.39724430594322,71.40176960882317,,7.5188999999999995,22.43447124007528,,,,,,,,,0.008403361344537816,,0.0,24,,,,,,,,3.7954219462063374,4.734024567636159,0.2082577032582724,0.22064665036610173,9.600276052449965,28.02823265517087,,,,0.020289855072463767,1.3333333333333333,0.5,0.07788422517417042,49.285714285714285,14,4,8,2,690,6,0.75,94,8.361702127659575,2.5393719646467976,0.010638297872340429,0.025436058515729443,9947.277433677433,14015.805177496826,0.5,0.015044825131628652,93,2.657142857142857,0.13478260869565217,7.153846153846154,4.119995021157061,3.8750,4.628010183747391,7.411764705882353,2.82585425056111,0.07991509628725312,0.08356448382996999,0.055643284574468085,0.06971946535717281,0.02857142857142857,0.08813271211327814,0.8550724637681159,0.050204371233880496,0.8550724637681159,0.050204371233880496,0.8550724637681159,0.054655596613452956,0.7840579710144928,0.05484740861636705,0.691304347826087,0.052499431833418986,0.8550724637681159,0.050204371233880496,0.5608695652173913,0.0168043740395421,0.038967032449029104,0.1008925346931619,1.8984507695284931,1.0399920683242911,0.07118395514214274,0.1411555510727459,0.9912308989033523,9.856004527649759,2.7891103977792615,1.0516284310402566,0.10057127065258349,0.11487015790614286,17.876670814735554,0.9912308989033523,0.023972972299927786,0.7545968499672033,0.9986832418333649,0.8880513324118047,0.1398753444549872,0.14093800956751446,,0.35121605002846756,,0.9666666666666667,,0.9333333333333333,,0.993827536192721,0.03759287437649319,0.12658189817324383,,0.14492753623188404,,0.1376811594202898,,0.9821214030665827,0.27246376811594203,0.40489429177603803,0.11793234063335069,0.19420289855072465,0.395872777928824,0.1318840579710145,0.3386101335343202,0.002531645569620253,0.015729386383521723,0.020289855072463767,0.007246376811594203,0.35714285714285715
1447,CastMetal1_1447.csv,,,0.5297075107427932,0.34149721632820784,2795222.7475838494,56366253.20439069,697131430.7342649,4240333734.917304,318.8639391949125,1654.9773428579217,42662.64807135508,89.5977839953547,406.8100369765542,866.3937837837836,4706.330186714308,22.110764538020568,22.106307502690967,,345.35844681081085,1833.1139845993368,,,,,,,,,0.5645645645645646,,0.0,34,,,,,,,,3.5416377356283895,1.9330829609490208,0.018793773506390325,0.0185137023446261,397.4580820414323,2083.485860317338,,,,0.11314984709480122,0.0,0.5,0.5254646722578932,8.837837837837839,37,0,0,2,327,37,,41,7.146341463414634,2.2974004397335275,0.024390243902439022,0.06596043103827284,1523.5238095238094,1378.7870493107116,0.5,0.051739520574625435,40,1.0810810810810811,0.12232415902140673,4.0,1.8257418583505538,1.6,0.7071067811865475,6.246913580246914,2.5422965218357736,0.09453968479864819,0.09843150360398359,0.09541730182926829,0.11581270475877735,0.02702702702702703,0.025845552521882923,0.8625,0.014837873278204622,0.7952651515151515,0.05395197735603828,0.8473484848484848,0.04913668717597815,0.8137310606060606,0.06261634984373722,0.8011363636363636,0.056326789234708526,0.8625,0.014837873278204622,0.8715909090909092,0.01230007967470459,0.19094978974072246,0.1565145968667955,2.4309614048392394,0.3688102890065848,0.010172463110790264,0.004021099967612731,0.5531453183526465,15.67086242977135,2.948809028452266,0.35929615260235487,0.03529769473961985,0.017237300806149856,67.87025973712132,0.5531453183526465,0.7115280338358095,0.9618487227010403,0.776908500778597,0.9720465773895034,0.01944496238629984,0.2731229411810261,,2.2604529433500976e-06,,0.7584097859327217,,0.12232415902140673,,0.958518493220899,0.03662637014228431,0.09753091604810282,,0.11620795107033643,,0.11926605504587151,,0.9688671922490625,0.3211009174311927,0.39417376475984467,0.13746415306265414,0.2324159021406728,0.4230200775424435,0.14067278287461774,0.3482165428274102,0.07692307692307693,0.26540644737509717,0.11314984709480122,0.0030581039755351682,0.02702702702702703
1446,CostaMadre1_1446.csv,,,0.5168224331626314,0.3363684202832608,2103626.7255395753,42870820.71187563,531265739.90821713,3231447837.56626,285.46348181847924,1475.138888455062,39212.05267853406,88.06237551008722,401.1494680796547,657.6006081081081,3527.927727277621,28.92611647404898,35.00607867658328,,303.98749556756746,1607.5211283921747,,,,,,,,,0.5480480480480481,,0.0,34,,,,,,,,3.7748003065654716,2.3807812008879288,0.020884055839553172,0.019737708146147837,344.7808791375645,1796.1776132676873,,,,0.1250,0.0,0.5,0.5255523373683799,8.0,37,0,0,2,296,37,,32,5.71875,1.590990257669732,0.03125,0.0678774498186126,440.5206349206349,448.042080290314,0.5,0.1767766952966369,31,0.8378378378378378,0.10472972972972973,3.4444444444444446,2.185812841434,1.631578947368421,1.1160708020048367,4.825396825396825,1.9554694390571625,0.12011243951952034,0.10912880387735427,0.1378173828125,0.09549773969844012,0.027027027027027025,0.040187157188638356,0.8750574712643677,0.015760591236031612,0.8008045977011495,0.05634151401336532,0.8339080459770114,0.04298109496909936,0.8102298850574712,0.08635823242704002,0.8108045977011494,0.036794378370998,0.8717241379310344,0.01321922369523239,0.8717241379310344,0.01321922369523239,0.19864988744838952,0.19752594079055588,2.4115574470510817,0.4008136344814364,0.011103207010295992,0.003656224035083879,0.5529740500544369,14.746498609775774,2.9270328294768615,0.39155636678116623,0.03749866762865718,0.01658173081514883,63.31048353323691,0.5529740500544369,0.7116809787083873,0.9630580050598885,0.760879523591388,0.9705449006587564,0.021858792340517103,0.2545962626647888,,9.07344338312516e-11,,0.7331081081081081,,0.0,,0.9558888715474665,0.03791362487561669,0.09560460961003014,,0.1216216216216216,,0.1250,,0.9641389700511322,0.32432432432432434,0.3899025730874404,0.1387219206456683,0.2195945945945946,0.41467304396887356,0.16216216216216217,0.36922372169883627,1.0,,0.1250,0.0033783783783783786,0.02702702702702703
41430,DiabeticMellitus_41430.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00902061855670103,,0.0,55,,,,,,,,,,0.460885450032637,0.11558700240930582,2.6475934850240956,11.86126615107411,,,,0.34519572953736655,0.0,0.5,0.20886072184513685,2.8969072164948453,97,86,0,2,281,97,,6,3.0,1.0954451150103321,0.16666666666666666,0.2626268616544963,18.0,4.898979485566356,0.5,0.0,5,0.05154639175257732,0.017793594306049824,1.25,0.5,1.25,0.5,2.3636363636363638,1.2862913567871994,0.2524478085859489,0.12362330601958614,0.3541666666666667,0.09409658158863513,0.010309278350515464,0.09947582268145831,0.9929802955665025,0.014801682872932338,0.9894088669950738,0.01705663789645042,,,,,,,0.6476600985221677,0.011530116464217735,0.6476600985221677,0.011530116464217735,0.03961433742802624,0.07383613827936515,0.776175928668286,0.5008129231308425,0.012737084475334602,0.0540077086812189,0.9361169611318012,60.84666721133006,1.6969080379415538,0.46446169753247774,0.01538485185853351,0.08386386355607914,49.45065989619945,0.9361169611318012,0.1604892253931276,200000001.0,1.0035714285714286,,,,,,,0.0,,0.0,,,,,,,,,,1.0,0.0,,,,,,,1.0,,0.34519572953736655,,
4340,Engine1_4340.csv,,,0.1956410147583654,0.2579551526292046,0.4318808374227996,1.3026429292829365,9.326965197406325,20.58915207640436,70.59724850572458,120.28929157407971,9.410956486481052,70.57913452148735,120.25559735474353,1.779921100000005,2.948528363242563,0.7128919219245813,1.8436200866949675,,1.2908760983999936,2.2696444576250285,,,,,,,,,0.2,,0.0,3,,,,,,,,0.014491086367527228,0.7106818878700404,0.001972942187928807,0.0036476901309581223,70.38636728571429,119.85595903512598,,,,0.013054830287206266,0.0,0.3333333333333333,0.33425804605271076,76.6,5,0,0,3,383,5,,26,5.1923076923076925,1.2006408545183118,0.038461538461538464,0.09516405787440065,221.14285714285708,129.2845947859976,0.3333333333333333,0.25608954301843817,25,5.0,0.06527415143603134,3.5714285714285716,2.0701966780270626,5.0,3.3166247903554,4.313725490196078,1.6430483386490051,0.16477685379104354,0.10833230190889465,0.1622596153846154,0.09668094708289815,0.20000000000000004,0.21225906991945942,0.6607287449392713,0.28464581686003015,0.610863697705803,0.23758225978980474,0.7917678812415655,0.24627990461245394,0.8042510121457489,0.18921039090523373,0.8040485829959515,0.15598130866067986,0.5157894736842106,0.17228153547278646,0.6755735492577598,0.08766553134948014,0.0641358596250751,0.05406456853397833,2.8055707810813333,0.003764703310497273,0.04384924755273534,0.035365012305058084,0.9358519011792976,4.283800004668323,3.5229596587395884,0.18385671097881495,0.21846302352104247,0.1828638667421916,11.842314163115567,0.5904568093904341,0.40636294971938847,0.8268347399585874,0.9613549683539978,0.8511753244953304,0.17696085226817637,0.2420893902474505,0.021979240031776152,0.0634253922638667,0.10985600189100314,0.2857874050495504,0.48477265209720793,0.2181500872600349,0.37784703480996445,0.9773065203648675,0.045841671842231015,0.03147951892814679,0.04441118594057764,0.03535110487503035,0.05104040035063355,0.03273330382790992,0.04651017417928153,0.9370504945837793,0.12010443864229765,0.27246478405644964,0.13534603017469757,0.05221932114882506,0.2227600167685892,0.0783289817232376,0.26904003550097066,0.005780346820809248,0.011555615866688839,0.013054830287206266,0.0026109660574412533,0.2
46116,German-Credit-Risk-with-Target_46116.csv,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,error,,,,,,,,,,,,error,,,,,,,,,,,,,,,,,,,,,,,,error,,,,,,,,,,,,,,error,,,,,,,,,,,,,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,KnuggetChase3_1448.csv,,,0.5235744430240002,0.3420168149562978,502356.8114889068,9080493.063666567,106327736.61257395,663986959.0302773,293.65635320824185,1560.6091333470874,35400.723610548244,119.88095509481604,590.3601436652361,771.5287179487178,4290.331158243194,8.846271371253314,11.180903874805137,,289.9881966153846,1588.7941018133472,,,,,,,,,0.5492577597840755,,0.0,36,,,,,,,,2.2302712246109992,1.4303159274845674,0.03307137294155124,0.04554297731355802,362.8697131681878,1955.978581259422,,,,0.20103092783505155,0.0,0.5,0.44467539847813814,4.9743589743589745,39,0,0,2,194,39,,33,8.424242424242424,4.031363781574908,0.030303030303030304,0.058114950281240946,10780.226884226884,19579.2363768012,0.5,0.02142747821777415,32,0.8205128205128205,0.16494845360824742,2.1333333333333333,0.7432233529572065,1.4545454545454546,0.6709817063202619,7.569230769230769,4.107802144887027,0.052464165646028973,0.12283701854860841,0.10664691347064394,0.14420994135630263,0.025641025641025647,0.03654450919582719,0.8347368421052632,0.07339961748767934,0.7189473684210527,0.20529989174979532,0.7734210526315789,0.06025811414322964,0.7886842105263157,0.0699563465871678,0.6902631578947368,0.10039970901209704,0.8300000000000001,0.03418127404338961,0.8197368421052632,0.025641957863584995,0.2503633210762084,0.17717481740361124,2.0681422841799666,0.4357104953167062,0.01906501144571664,0.023622962358294967,0.6921053253628725,16.684380178382316,2.718765377780965,0.43298675553997723,0.041482231761874044,0.01932905359228097,48.85609974053465,0.6921053253628725,0.5667936024371669,0.8614601128609393,0.9310934244965546,0.9594043374341805,0.02582412943784025,0.2175058697245789,,7.59029722032838e-05,,0.8969072164948454,,0.010309278350515464,,0.9582580310412134,0.05856558067688837,0.10030512781419099,,0.12371134020618557,,0.1649484536082474,,0.9603836752045913,0.36597938144329895,0.3976281126052628,0.15334354868942904,0.25257731958762886,0.43561469486748033,0.1958762886597938,0.3979005853324625,0.017543859649122806,0.07996730501810023,0.20103092783505155,0.005154639175257732,0.02564102564102564
1441,KungChi3_1441.csv,,,0.5058053127836843,0.34496051603355243,188923.5638592676,3263552.9134842562,37440164.03489248,233796606.97673407,222.3279238189166,1167.504424028816,37029.858201187446,101.13014140458642,493.450962228425,484.62987179487175,2649.153191162296,5.693977288523586,4.119505851554332,,196.31334692307692,1065.112122443694,,,,,,,,,0.5195681511470985,,0.0,36,,,,,,,,2.0125112931438247,1.0693064511940482,0.04484209654263528,0.06317520854137838,262.3808136752137,1397.8391756538535,,,,0.3170731707317073,0.0,0.5,0.5231440413656571,3.1538461538461537,39,0,0,2,123,39,,13,4.230769230769231,1.3008872711759818,0.0769230769230769,0.1468530423021425,69.99999999999999,38.248311509572986,0.5,0.16317848796612636,12,0.3076923076923077,0.0975609756097561,2.0,0.8944271909999159,1.2,0.4216370213557839,3.44,1.6093476939431082,0.15888394457504434,0.12956672693349294,0.24759615384615385,0.13469048385950544,0.02564102564102564,0.06547873986455216,0.862820512820513,0.09936242067361993,0.5108974358974359,0.3754249789533456,0.8865384615384615,0.11053639994085866,0.8134615384615385,0.08490464672632536,0.782051282051282,0.15698949304890505,0.8711538461538462,0.08463534686396082,0.8621794871794872,0.054664952160111226,0.2897850637915677,0.22434928575783084,1.7572880267545419,0.40503632246261184,0.03286932771026834,0.04722612323758654,0.5576611106650715,9.824100456005594,2.258184539667137,0.3970262103550321,0.05676459775247579,0.03391906239373772,29.957464622884565,0.5576611106650715,0.7074754378470739,0.7136183392494091,0.9342929494868719,0.9158478230525058,0.06612714531602729,0.08059057075795426,,1.2780278425082031e-06,,0.5934959349593496,,0.0,,0.9481191652343157,0.07404753762379296,0.05611414140196558,,0.04878048780487809,,0.08943089430894313,,0.8945733359772622,0.22764227642276422,0.3582458619234768,0.1532075859985209,0.15447154471544716,0.3628783006310873,0.04878048780487805,0.21628982288819323,0.021739130434782615,0.06682411064231639,0.3170731707317073,0.008130081300813009,0.02564102564102564
40496,LED-display-domain-7digit_40496.csv,,,0.16609306124554818,0.1120850416236146,0.03559786239144958,0.025312118804108746,0.2102754079587747,0.11911768466626883,0.0,0.0,1.38396870034112,0.0,0.0,0.8571428571428571,0.37796447300922725,-1.125711597259018,0.890515374085885,,0.0,0.0,,,,,,,,,0.0,,0.0,1,,,,,,,,-0.7220590526428595,0.6437015236147848,0.498997995991984,1.199177923332954e-16,0.7566666666666667,0.2193002339091151,,,,0.0140,0.0,0.1,0.011925695879998881,71.42857142857143,7,7,0,10,500,7,,71,6.380281690140845,0.7628180307835749,0.014084507042253525,0.019849250780299883,1001.7904761904759,336.51516931601486,0.1,0.01812230898180167,70,10.0,0.14,10.0,8.286535263104035,10.0,4.43471156521669,5.432624113475177,1.4847075928517135,0.2032696231896871,0.09788479484504628,0.08296654929577464,0.03951448766719754,0.14285714285714288,0.0313513501546496,0.20400000000000001,0.012649110640673516,0.13999999999999999,0.04422166387140534,0.75,0.058309518948453,0.6920,0.05593647190240808,0.6359999999999999,0.06380525927469544,0.20400000000000001,0.012649110640673516,0.20600000000000002,0.0211869981094276,0.03955166472358566,0.043906423431920256,0.8785894823665015,0.10123629349066145,0.5681657119102904,0.08097077633463282,3.3123077024871854,7.848075615368265,3.768843694950893,0.0417308352193486,0.4220534899027929,0.10517043439913189,1.0817017354100251,0.9971039733174889,0.0015608448499618843,0.870686126095678,0.9750541082164329,0.4318341587381029,0.08097072128600412,0.05129734977451638,0.03564199560013334,1.0,0.0,5.02998664063081,0.4036827779271718,1.0,0.0,0.9980,0.044721359549995794,0.03590003017578481,0.034627617385291354,0.039485309638786804,0.03834162223826361,0.035924707947417964,0.040208444285785745,0.995116,0.66,,,0.3580,0.47989227248036903,0.3560,0.47929473906333214,0.01818181818181818,0.04996187098366667,0.0140,0.0140,1.0
43595,Loan-Predication_43595.csv,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,error,,,,,,,,,,,,error,,,,,,,,,,,,,,,,,,,,,,,,error,,,,,,,,,,,,,,error,,,,,,,,,,,,,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
