ids,Datasets,leaves,leaves_branch.mean,leaves_branch.sd,leaves_corrob.mean,leaves_corrob.sd,leaves_homo.mean,leaves_homo.sd,leaves_per_class.mean,leaves_per_class.sd,nodes,nodes_per_attr,nodes_per_inst,nodes_per_level.mean,nodes_per_level.sd,nodes_repeated.mean,nodes_repeated.sd,tree_depth.mean,tree_depth.sd,tree_imbalance.mean,tree_imbalance.sd,tree_shape.mean,tree_shape.sd,var_importance.mean,var_importance.sd
40981,Australian_40981.csv,94,8.361702127659575,2.5393719646467976,0.010638297872340429,0.025436058515729443,9947.277433677433,14015.805177496826,0.5,0.015044825131628652,93,2.657142857142857,0.13478260869565217,7.153846153846154,4.119995021157061,3.8750,4.628010183747391,7.411764705882353,2.82585425056111,0.07991509628725312,0.08356448382996999,0.055643284574468085,0.06971946535717281,0.02857142857142857,0.08813271211327814
1447,CastMetal1_1447.csv,41,7.146341463414634,2.2974004397335275,0.024390243902439022,0.06596043103827284,1523.5238095238094,1378.7870493107116,0.5,0.051739520574625435,40,1.0810810810810811,0.12232415902140673,4.0,1.8257418583505538,1.6,0.7071067811865475,6.246913580246914,2.5422965218357736,0.09453968479864819,0.09843150360398359,0.09541730182926829,0.11581270475877735,0.02702702702702703,0.025845552521882923
1446,CostaMadre1_1446.csv,32,5.71875,1.590990257669732,0.03125,0.0678774498186126,440.5206349206349,448.042080290314,0.5,0.1767766952966369,31,0.8378378378378378,0.10472972972972973,3.4444444444444446,2.185812841434,1.631578947368421,1.1160708020048367,4.825396825396825,1.9554694390571625,0.12011243951952034,0.10912880387735427,0.1378173828125,0.09549773969844012,0.027027027027027025,0.040187157188638356
41430,DiabeticMellitus_41430.csv,6,3.0,1.0954451150103321,0.16666666666666666,0.2626268616544963,18.0,4.898979485566356,0.5,0.0,5,0.05154639175257732,0.017793594306049824,1.25,0.5,1.25,0.5,2.3636363636363638,1.2862913567871994,0.2524478085859489,0.12362330601958614,0.3541666666666667,0.09409658158863513,0.010309278350515464,0.09947582268145831
4340,Engine1_4340.csv,26,5.1923076923076925,1.2006408545183118,0.038461538461538464,0.09516405787440065,221.14285714285708,129.2845947859976,0.3333333333333333,0.25608954301843817,25,5.0,0.06527415143603134,3.5714285714285716,2.0701966780270626,5.0,3.3166247903554,4.313725490196078,1.6430483386490051,0.16477685379104354,0.10833230190889465,0.1622596153846154,0.09668094708289815,0.20000000000000004,0.21225906991945942
46116,German-Credit-Risk-with-Target_46116.csv,error,,,,,,,,,,,,,,,,,,,,,,,
1448,KnuggetChase3_1448.csv,33,8.424242424242424,4.031363781574908,0.030303030303030304,0.058114950281240946,10780.226884226884,19579.2363768012,0.5,0.02142747821777415,32,0.8205128205128205,0.16494845360824742,2.1333333333333333,0.7432233529572065,1.4545454545454546,0.6709817063202619,7.569230769230769,4.107802144887027,0.052464165646028973,0.12283701854860841,0.10664691347064394,0.14420994135630263,0.025641025641025647,0.03654450919582719
1441,KungChi3_1441.csv,13,4.230769230769231,1.3008872711759818,0.0769230769230769,0.1468530423021425,69.99999999999999,38.248311509572986,0.5,0.16317848796612636,12,0.3076923076923077,0.0975609756097561,2.0,0.8944271909999159,1.2,0.4216370213557839,3.44,1.6093476939431082,0.15888394457504434,0.12956672693349294,0.24759615384615385,0.13469048385950544,0.02564102564102564,0.06547873986455216
40496,LED-display-domain-7digit_40496.csv,71,6.380281690140845,0.7628180307835749,0.014084507042253525,0.019849250780299883,1001.7904761904759,336.51516931601486,0.1,0.01812230898180167,70,10.0,0.14,10.0,8.286535263104035,10.0,4.43471156521669,5.432624113475177,1.4847075928517135,0.2032696231896871,0.09788479484504628,0.08296654929577464,0.03951448766719754,0.14285714285714288,0.0313513501546496
43595,Loan-Predication_43595.csv,error,,,,,,,,,,,,,,,,,,,,,,,
45557,Mammographic-Mass-Data-Set_45557.csv,,,,,,,,,,,,,,,,,,,,,,,,
1449,MeanWhile1_1449.csv,24,5.416666666666667,1.6918388932104944,0.041666666666666664,0.09973435952706114,280.83809523809526,246.05073407437519,0.5,0.058925565098878946,23,0.6216216216216216,0.09090909090909091,2.8750,1.246423454758225,1.7692307692307692,1.640825308284734,4.553191489361702,1.997917509703083,0.13286133051141974,0.13008928075152232,0.16341145833333334,0.12012656498758123,0.02702702702702703,0.06262393802476894
1442,MegaWatt1_1442.csv,24,5.416666666666667,1.6918388932104944,0.041666666666666664,0.09973435952706114,280.83809523809526,246.05073407437519,0.5,0.058925565098878946,23,0.6216216216216216,0.09090909090909091,2.8750,1.246423454758225,1.7692307692307692,1.640825308284734,4.553191489361702,1.9979175097030828,0.13286133051141974,0.13008928075152232,0.16341145833333334,0.12012656498758123,0.02702702702702703,0.05941237501242884
1450,MindCave2_1450.csv,23,5.782608695652174,2.467175818975845,0.04347826086956523,0.06096561591676633,681.0049062049063,1249.58738530773,0.5,0.09223131928520183,22,0.5641025641025641,0.1760,2.0,1.4142135623730951,1.4666666666666666,0.7432233529572067,4.933333333333334,2.6577502447815458,0.08396075090294176,0.10525349749190308,0.16164232336956522,0.12467345833004091,0.025641025641025637,0.047663878747831616
4534,PhishingWebsites_4534.csv,572,13.284965034965035,3.9512242221134817,0.0017482517482517483,0.012444534768072946,8352514.64299194,28233182.778410934,0.5,0.06428243465332248,571,14.64102564102564,0.05165083672546359,24.82608695652174,19.210915869305904,14.64102564102564,8.77942325011093,12.297462817147856,4.1755336332905495,0.04325171046724529,0.059650828831758804,0.009958566068769334,0.031446503550035636,0.025641025641025637,0.09774519790801828
1451,PieChart1_1451.csv,48,7.958333333333333,3.100846372678007,0.020833333333333332,0.07707052704958904,6904.763991563992,13109.907331205683,0.5,0.029462782549439494,47,1.2702702702702702,0.06666666666666667,3.357142857142857,1.6919330254585618,1.88,1.452583904633395,7.052631578947368,3.2823461414983615,0.06671726361437345,0.08677201660696657,0.08353932698567708,0.10836335588167098,0.02702702702702702,0.03878823685577172
1452,PieChart2_1452.csv,23,6.0,2.215646837627989,0.04347826086956521,0.14693583474384164,498.5269841269842,658.5577513827964,0.5,0.09223131928520183,22,0.6111111111111112,0.02953020134228188,2.2,1.1352924243950935,1.8333333333333333,0.7177405625652734,5.155555555555556,2.4116719545082446,0.09069590154591681,0.11095316553540968,0.14359714673913043,0.1432041217136402,0.027777777777777776,0.048436296151504944
1453,PieChart3_1453.csv,102,8.931372549019608,2.918903238762598,0.009803921568627453,0.03225355745006692,25435.5805083805,64357.99832491833,0.5,0.0554593553871802,101,2.72972972972973,0.09377901578458682,6.3125,4.269562819149833,3.0606060606060606,1.8360860876364489,7.980295566502463,3.168471835695263,0.06218540874604322,0.08335024465970294,0.050104777018229164,0.07147278660601922,0.02702702702702703,0.03019485237275205
1443,PizzaCutter1_1443.csv,47,8.063829787234043,3.137461278604982,0.021276595744680857,0.08263688082537307,6913.412765012763,12782.591409242334,0.5,0.015044825131628652,46,1.2432432432432432,0.06959152798789713,3.2857142857142856,1.5898026693500449,1.6428571428571428,0.9114207758701963,7.161290322580645,3.3110169283136024,0.06746571202605728,0.08303059776008283,0.08260524019281915,0.11245132684193704,0.027027027027027025,0.03254903840613846
1444,PizzaCutter3_1444.csv,106,9.0,2.7945525240230875,0.009433962264150943,0.0314768353560235,22817.745010545008,47321.65872720918,0.5,0.013341637380878252,105,2.8378378378378377,0.10067114093959731,7.0,4.59813626840888,3.28125,1.8357449924810785,8.04739336492891,3.0562395710997143,0.06761560653584536,0.08159637667676667,0.04720551112912736,0.0723921946923865,0.02702702702702703,0.03358278727076343
1100,PopularKids_1100.csv,222,10.662162162162161,3.060226651590501,0.004504504504504503,0.004095100297952109,215861.04128248774,754686.8404264179,0.3333333333333333,0.17027980334626844,221,11.631578947368421,0.46234309623430964,11.631578947368421,10.372027158102751,11.631578947368421,9.166427429095018,9.688487584650114,3.325824936512695,0.053435626516502334,0.08620416026463298,0.025763554616017384,0.048764607963778794,0.05263157894736842,0.03767957576310973
45558,Pulsar-Dataset-HTRU2_45558.csv,427,12.875878220140516,4.35685783576849,0.00234192037470726,0.011309200383171037,11355398.845184013,53695768.940873295,0.5,0.01490389000159001,426,53.25,0.02380154207173986,17.04,13.318158030798903,53.25,16.32482771731451,11.892145369284878,4.556128485563707,0.04001680737744221,0.0691981723456458,0.014734620930718595,0.03313245676704745,0.12499999999999999,0.2761587100163586
336,SPECT_336.csv,60,7.85,2.962048077523274,0.016666666666666666,0.032850020734607646,9557.339993339994,25212.288134434246,0.5,0.11785113019775793,59,2.5652173913043477,0.2209737827715356,3.933333333333333,2.6040261866871424,2.8095238095238093,1.4703417160322843,6.92436974789916,3.18140695840838,0.06583950643186133,0.09281034852308241,0.07866923014322917,0.08824812818740164,0.04347826086956521,0.039185216350435675
40900,Satellite_40900.csv,41,8.853658536585366,3.8442227797680775,0.02439024390243902,0.122656352040895,15538.162282162284,27467.250301344906,0.5,0.017246506858208492,40,1.1111111111111112,0.00784313725490196,2.6666666666666665,0.9759000729485332,2.0,0.9733285267845752,7.9753086419753085,3.94643924519932,0.05794256385505468,0.1000522214204642,0.08090284394054878,0.12826382456377936,0.027777777777777776,0.10567324441346501
41946,Sick_numeric_41946.csv,57,6.982456140350878,1.6849250520654306,0.017543859649122806,0.07634095702083155,1506.6603174603174,1244.4741093391467,0.5,0.11164843913471806,56,1.9310344827586208,0.014846235418875928,5.6,3.921450978627398,4.666666666666667,4.313474308032982,6.053097345132743,2.0695095518219224,0.1093422005375366,0.08338181979776121,0.08021518640350878,0.08602928879617208,0.034482758620689655,0.10931830900582329
4153,Smartphone-Based_Recognition_of_Human_Activities_4153.csv,8,3.6250,1.3024701806293193,0.1250,0.07046081628389851,32.13333333333333,13.205482267026902,0.16666666666666666,0.06454972243679029,7,0.10606060606060606,0.03888888888888889,1.4,0.5477225575051661,1.0,0.0,2.933333333333333,1.486446705914413,0.19706908487134,0.12184758058765026,0.2890625,0.11899645477912357,0.015151515151515152,0.05074043825778483
183,abalone_183.csv,error,,,,,,,,,,,,,,,,,,,,,,,
1455,acute-inflammations_1455.csv,3,1.6666666666666667,0.5773502691896257,0.3333333333333333,0.22047927592204924,6.0,0.0,0.5,0.23570226039551584,2,0.2857142857142857,0.016666666666666666,1.0,0.0,1.0,0.0,1.2,0.8366600265340756,0.35355339059327373,0.0,0.5,0.0,0.14285714285714285,0.2735506022160966
46279,algerian_forest_fires_46279.csv,7,3.4285714285714284,1.3972762620115438,0.14285714285714285,0.2309996727678597,26.8,12.985461956442759,0.5,0.10101525445522107,6,0.46153846153846156,0.024691358024691357,1.2,0.4472135954999579,1.5,0.5773502691896257,2.769230769230769,1.5358952955766088,0.19060458261114605,0.153253375940726,0.3125,0.1288470508005519,0.07692307692307693,0.2617924750984929
458,analcatdata_authorship_458.csv,32,5.5,1.270001270001905,0.03125,0.07766083632615316,333.29523809523806,238.3044955460746,0.25,0.06750771560841522,31,0.44285714285714284,0.036860879904875146,3.8750,2.5319388392523003,1.3478260869565217,0.7140598174697278,4.603174603174603,1.7183983778946745,0.1368765457195767,0.11581502383801513,0.142333984375,0.08446396088182535,0.014285714285714285,0.054374707629969196
452,analcatdata_broadwaymult_452.csv,110,9.045454545454545,3.4090714483737012,0.00909090909090909,0.018882132538596823,69149.68333104803,180167.0039442787,0.14285714285714285,0.043190361424197125,109,1.058252427184466,0.3824561403508772,6.411764705882353,4.886957431897322,2.2244897959183674,3.612854977498457,8.091324200913242,3.6284891565979973,0.060804790843756056,0.09092355977056425,0.04964155717329546,0.06338082877376719,0.009708737864077669,0.026916191109938873
461,analcatdata_creditscore_461.csv,4,2.25,0.9574271077563381,0.25,0.33476359818036766,9.333333333333332,1.5396007178390019,0.5,0.0,3,0.2727272727272727,0.03,1.0,0.0,1.0,0.0,1.7142857142857142,1.1126972805283737,0.2580005327400437,0.08275120230510061,0.4375,0.07216878364870322,0.09090909090909091,0.285453232978589
1014,analcatdata_dmft_1014.csv,170,10.764705882352942,3.3340525967231938,0.0058823529411764705,0.006542087404790102,135460.92100840335,235287.62585487752,0.5,0.557366521641161,169,9.38888888888889,0.2120451693851945,9.941176470588236,5.792997801605984,9.38888888888889,5.403037151224887,9.799410029498524,3.5652663170175742,0.05788088181696415,0.08085972227908969,0.029091778923483455,0.06215246434575977,0.05555555555555555,0.031948402866387365
984,analcatdata_draft_984.csv,51,8.72549019607843,3.914477903233324,0.0196078431372549,0.04722179730156679,29091.797446997443,61156.111472154735,0.5,0.01386483884679504,50,2.0,0.1366120218579235,3.1250,1.5864005379054391,3.3333333333333335,5.589105048046176,7.821782178217822,4.048199697653169,0.06174943735577444,0.1058049808995538,0.07970473345588236,0.11186036167800555,0.04000000000000001,0.09923162254412897
1025,analcatdata_germangss_1025.csv,84,8.75,2.3891068049171023,0.011904761904761908,0.03065455372041892,8313.104184704183,8368.62170087948,0.5,0.1683587574253685,83,5.928571428571429,0.2075,6.916666666666667,4.166060561977059,6.384615384615385,3.775766181374352,7.808383233532934,2.672785947231314,0.08074310236138012,0.07623500913213392,0.04990931919642857,0.08790373216579946,0.07142857142857142,0.04925765147426001
852,analcatdata_gsssexsurvey_852.csv,47,7.48936170212766,2.3578946064281854,0.02127659574468085,0.04547692644990466,2323.0574314574314,2542.988975731346,0.5,0.07522412565814339,46,4.6,0.2893081761006289,4.181818181818182,2.0404990476930793,5.111111111111111,5.464532103585001,6.580645161290323,2.6056901808106563,0.0868743289682679,0.0899297264266962,0.08311170212765957,0.11187312483265198,0.10000000000000002,0.11025164912174
966,analcatdata_halloffame_966.csv,53,7.056603773584905,2.1431024809447727,0.018867924528301886,0.0878961363756196,2055.3050505050505,2661.051359039424,0.5,0.040024912142634754,52,2.3636363636363638,0.03880597014925373,4.7272727272727275,2.5725827135743993,2.888888888888889,1.8751906221184675,6.133333333333334,2.4458232319714526,0.09605057239603419,0.09364475381783299,0.08844339622641509,0.0902803478694023,0.04545454545454545,0.08893841291418624
450,analcatdata_lawsuit_450.csv,8,3.3750,1.1877349391654208,0.1250,0.30192574666640404,28.8,14.68085893425923,0.5,0.1767766952966369,7,1.4,0.026515151515151516,1.4,0.5477225575051661,2.3333333333333335,0.5773502691896258,2.6666666666666665,1.4474937289114918,0.19060458261114605,0.153253375940726,0.3359375,0.13647139613957834,0.2,0.26285903739235855
986,analcatdata_marketing_986.csv,,,,,,,,,,,,,,,,,,,,,,,,
1008,analcatdata_reviewer_1008.csv,,,,,,,,,,,,,,,,,,,,,,,,
728,analcatdata_supreme_728.csv,49,7.122448979591836,2.1372943669238342,0.02040816326530612,0.10600558780767005,2077.680230880231,3464.5605675708275,0.5,0.27418426209274294,48,6.857142857142857,0.011846001974333662,4.0,2.891995221924885,8.0,6.260990336999411,6.206185567010309,2.427868339416188,0.08049406848223996,0.07876464492147545,0.08596739477040816,0.10029993020898952,0.14285714285714285,0.37034512975399525
