ids,can_cor.mean,can_cor.sd,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,g_mean.mean,g_mean.sd,gravity,h_mean.mean,h_mean.sd,iq_range.mean,iq_range.sd,kurtosis.mean,kurtosis.sd,lh_trace,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,nr_cor_attr,nr_disc,nr_norm,nr_outliers,p_trace,range.mean,range.sd,roy_root,sd.mean,sd.sd,sd_ratio,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t_mean.mean,t_mean.sd,var.mean,var.sd,w_lambda
40981,,,0.07158750180895554,0.09474227714604865,9.768721169290584,80.55120600900077,595.606285582069,1848.2541305914951,6.345317647831368,21.14580191450778,73.84620653452762,2.594507224189607,10.356966416472604,13.807142857142857,35.7062713696915,34.39724430594322,71.40176960882317,,7.5188999999999995,22.43447124007528,,,,,,,,,0.008403361344537816,,0.0,24,,,,,,,,3.7954219462063374,4.734024567636159,0.2082577032582724,0.22064665036610173,9.600276052449965,28.02823265517087,,,
1447,,,0.5297075107427932,0.34149721632820784,2795222.7475838494,56366253.20439069,697131430.7342649,4240333734.917304,318.8639391949125,1654.9773428579217,42662.64807135508,89.5977839953547,406.8100369765542,866.3937837837836,4706.330186714308,22.110764538020568,22.106307502690967,,345.35844681081085,1833.1139845993368,,,,,,,,,0.5645645645645646,,0.0,34,,,,,,,,3.5416377356283895,1.9330829609490208,0.018793773506390325,0.0185137023446261,397.4580820414323,2083.485860317338,,,
1446,,,0.5168224331626314,0.3363684202832608,2103626.7255395753,42870820.71187563,531265739.90821713,3231447837.56626,285.46348181847924,1475.138888455062,39212.05267853406,88.06237551008722,401.1494680796547,657.6006081081081,3527.927727277621,28.92611647404898,35.00607867658328,,303.98749556756746,1607.5211283921747,,,,,,,,,0.5480480480480481,,0.0,34,,,,,,,,3.7748003065654716,2.3807812008879288,0.020884055839553172,0.019737708146147837,344.7808791375645,1796.1776132676873,,,
41430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00902061855670103,,0.0,55,,,,,,,,,,0.460885450032637,0.11558700240930582,2.6475934850240956,11.86126615107411,,,
4340,,,0.1956410147583654,0.2579551526292046,0.4318808374227996,1.3026429292829365,9.326965197406325,20.58915207640436,70.59724850572458,120.28929157407971,9.410956486481052,70.57913452148735,120.25559735474353,1.779921100000005,2.948528363242563,0.7128919219245813,1.8436200866949675,,1.2908760983999936,2.2696444576250285,,,,,,,,,0.2,,0.0,3,,,,,,,,0.014491086367527228,0.7106818878700404,0.001972942187928807,0.0036476901309581223,70.38636728571429,119.85595903512598,,,
1448,,,0.5235744430240002,0.3420168149562978,502356.8114889068,9080493.063666567,106327736.61257395,663986959.0302773,293.65635320824185,1560.6091333470874,35400.723610548244,119.88095509481604,590.3601436652361,771.5287179487178,4290.331158243194,8.846271371253314,11.180903874805137,,289.9881966153846,1588.7941018133472,,,,,,,,,0.5492577597840755,,0.0,36,,,,,,,,2.2302712246109992,1.4303159274845674,0.03307137294155124,0.04554297731355802,362.8697131681878,1955.978581259422,,,
1441,,,0.5058053127836843,0.34496051603355243,188923.5638592676,3263552.9134842562,37440164.03489248,233796606.97673407,222.3279238189166,1167.504424028816,37029.858201187446,101.13014140458642,493.450962228425,484.62987179487175,2649.153191162296,5.693977288523586,4.119505851554332,,196.31334692307692,1065.112122443694,,,,,,,,,0.5195681511470985,,0.0,36,,,,,,,,2.0125112931438247,1.0693064511940482,0.04484209654263528,0.06317520854137838,262.3808136752137,1397.8391756538535,,,
40496,,,0.16609306124554818,0.1120850416236146,0.03559786239144958,0.025312118804108746,0.2102754079587747,0.11911768466626883,0.0,0.0,1.38396870034112,0.0,0.0,0.8571428571428571,0.37796447300922725,-1.125711597259018,0.890515374085885,,0.0,0.0,,,,,,,,,0.0,,0.0,1,,,,,,,,-0.7220590526428595,0.6437015236147848,0.498997995991984,1.199177923332954e-16,0.7566666666666667,0.2193002339091151,,,
1449,,,0.43394870437022376,0.3196655273006377,56705.67000201271,890666.6996677506,10047191.271350313,61104479.6281135,133.0930588400858,644.9025736453048,9661.80206364076,54.902430071131334,232.49669837194358,334.82891891891893,1759.5099335970165,7.789177704496756,13.442846544026791,,139.78834345945947,702.1266359352297,,,,,,,,,0.45945945945945943,,0.0,36,,,,,,,,2.1019229311122345,1.5697391558771607,0.04239455313711973,0.08677022395221076,169.07908143437558,834.2773043344138,,,
1442,,,0.43394870437022376,0.3196655273006377,56705.67000201271,890666.6996677506,10047191.271350313,61104479.6281135,133.0930588400858,644.9025736453048,9661.80206364076,54.902430071131334,232.49669837194358,334.82891891891893,1759.5099335970165,7.789177704496756,13.442846544026791,,139.78834345945947,702.1266359352297,,,,,,,,,0.45945945945945943,,0.0,36,,,,,,,,2.1019229311122345,1.5697391558771607,0.04239455313711973,0.08677022395221076,169.07908143437558,834.2773043344138,,,
1450,,,0.5425738211608792,0.31239993265579863,2327670.276171504,49319550.648943074,611400756.5350868,3818134297.815994,315.86635805467006,1710.1757283787445,109285.90941510547,33.92500224286301,128.2201256387892,1506.8605128205127,8571.527153115698,7.031866627388246,4.882965681736694,,489.54387569230767,2715.467069619219,,,,,,,,,0.5263157894736842,,0.0,35,,,,,,,,2.2715114189512224,1.1064219673304607,0.02345548742997011,0.02836471000186087,558.5964034188034,3101.6457527181583,,,
43974,,,0.8071216442856441,0.30884496162840575,2846.322310397201,3509.8315582914656,70163461.02701479,496011147.1434517,,,869.9027612480851,,,30.005694508300003,109.32325808859764,1809.7839807041753,10272.79125605835,,19.52488296625356,65.68190554789382,,,,,,,,,0.8081632653061225,,0.0,50,,,,,,,,-11.679987312966489,41.25857134614614,5.4726750194870594e-06,1.5067527215170426e-05,37.130834126525535,137.89223872099032,,,
45548,,,0.07062037696543713,0.09274107880373521,0.32261268585186675,0.7179524946219041,5.723552801896978,9.801859593653148,0.0,0.0,9.995156845593169,0.0,0.0,0.40860215053763443,0.7552218093379407,263.28047334527037,364.56783458460797,,0.06376774193548387,0.30242215712811055,,,,,,,,,0.007713884992987378,,0.0,93,,,,,,,,10.901006082602395,7.259459685560084,0.029290781355995076,0.015168385773805549,0.11783965033490651,0.2692019234007136,,,
4534,,,0.10071806313388103,0.1555160191270583,0.01570124103314379,0.02471642235439035,0.16296737362387959,0.19399811273270354,0.0,0.0,1.2444631483453146,0.0,0.0,0.38461538461538464,0.49286405809014416,3.097834097886029,12.715935405292079,,0.0,0.0,,,,,,,,,0.04048582995951417,,1.0,24,,,,,,,,-0.05610250113782961,2.2865847213375727,0.45550630239430673,0.07496952235507244,0.5353148785984607,0.41436634503114167,,,
1451,,,0.4538475782760579,0.32443379017622315,4478644.976027326,97966816.45392257,1224512769.1957748,7448234546.702409,239.59746549251935,1246.8999464161643,93770.11379949437,69.31480123702678,318.14757270947655,682.1440540540541,3707.5711880252243,55.9266005736182,60.07342987378755,,260.4174878918917,1381.1151458340607,,,,,,,,,0.4624624624624625,,0.0,34,,,,,,,,5.3226288532958685,3.2868547953051044,0.017764310744223275,0.02397552277165996,309.0828413519903,1626.958145455759,,,
1452,,,0.4947338803771943,0.35631148111546934,354895.87754837575,6037026.472813323,72141976.69127007,432819681.5597659,71.39974597754957,342.6091285998661,33403.905995766334,24.563410761412005,97.70545935507995,180.7902777777778,942.4762132913067,132.59292199526806,121.84248777828678,,75.75509433333333,378.3717454807334,,,,,,,,,0.5158730158730159,,0.0,35,,,,,,,,8.312763557607276,5.526720454226255,0.03570105807287147,0.081793623796373,90.53960104399701,432.43034261046955,,,
1453,,,0.38395279535377463,0.31524067709282916,18439177.34138016,402976252.6064263,5028721586.605629,30588018637.15627,205.03586725116912,1055.4805305642674,11913.302622378733,63.72805378014574,289.7137267653039,531.8867567567568,2863.543862401054,175.58086641392757,191.64870005460196,,230.52506627027026,1215.0195492225587,,,,,,,,,0.33183183183183185,,0.0,34,,,,,,,,9.110348869694267,6.99225612680506,0.01679064741143633,0.02186484457664372,255.7186536613893,1329.8127121027328,,,
