ids;attr_conc.mean;attr_conc.sd;attr_ent.mean;attr_ent.sd;class_conc.mean;class_conc.sd;class_ent;eq_num_attr;joint_ent.mean;joint_ent.sd;mut_inf.mean;mut_inf.sd;ns_ratio
45557;0.5;0.0;0.0;0.0;0.500000005551115;0.0;0.9960589654112921;113511813.92029928;0.9960589566363556;0.0;8.774936555155932e-09;0.0;-1.0
986;0.2944980487272883;0.2442467737872021;0.44747725655399806;0.7523447950295952;0.36039691105719307;0.22674828114613885;0.8999049782658519;473.2759447424026;1.3454807965822577;0.7490505778231114;0.0019014382375923573;0.004516454665556183;234.3362037783586
1008;0.5;0.0;0.0;0.0;0.500000005551115;0.0;0.9858472054350103;115048414.92506959;0.9858471968660334;0.0;8.56897686141167e-09;0.0;-1.0
844;0.14163553922865926;0.2106918704897711;1.0757428178618567;0.8200779045492331;0.12307058126275375;0.21398585282386745;0.9812579903566702;68.36389225089492;2.0426473541062964;0.8135705386354242;0.0143534541122302;0.015311471837574244;73.94661629532396
327;0.3270603782675575;0.2348931453520471;0.4746135960880478;0.7224016350143339;0.42896574294057843;0.1457485141919317;2.3176028118111756;17.48974000799994;2.659704271598107;0.5398472637442081;0.13251213630111633;0.22641601969329356;2.581661343150873
798;0.1482115335592772;0.20703156022872543;1.3362176019783076;0.9783524687262909;0.12273535081006647;0.21524897334750648;0.9933820990862128;90.47705532598835;2.3186203196566373;0.9713245729358251;0.010979381407883605;0.010052796105513379;120.70244864786768
786;0.14683013470466397;0.20836354072601093;1.403299634404688;1.03458063012606;0.16674555081021003;0.19777321570644957;0.9950837594929732;14.644139086872922;2.3304324031572787;1.012180524673615;0.06795099074038236;0.0631789411823017;19.651643472958604
27;0.4583333236082497;0.13871918394139093;0.017647226250561913;0.08277282812280534;0.4773856856405176;0.106070562506355;0.9503376699710266;11262.565697830765;0.9679005160105896;0.082377086610578;8.438021099881949e-05;0.00039574151222732107;208.13939467168203
944;0.3897890553570425;0.20769505847901462;0.17752961452102667;0.35645100670137425;0.4355708737165671;0.1605165352172095;0.9998292601233935;25.713262143967604;1.1384750778501673;0.276466448506959;0.03888379679425296;0.11236875429329998;3.5656450541698543
49;0.10811407107402413;0.1802283996056668;1.404403352959116;1.0360981394338526;0.16789368972833757;0.19743307028646914;0.9942646092619051;14.382327233191035;2.32953696602401;1.0135968306627863;0.06913099619701156;0.0645330193775248;19.31510364694884
51;0.3364672500243636;0.23253826131175878;0.4908184400394642;0.8457995896692442;0.38107202057594763;0.190839613960729;0.9431340036829803;21.742441035709646;1.3905748854191249;0.7943549710400812;0.043377558303319436;0.08800708913715288;10.31503153329644
55;0.4173300273104195;0.18563156971227657;0.20701533066074587;0.5741251365664692;0.428925392841204;0.16965581428468413;0.7346451526501955;85.54621421537249;0.9330727841428562;0.5542019413738021;0.008587699168085234;0.023670758084582442;23.10602963714474
1073;0.10267640107945754;0.08262940332029063;2.2081480528108095;0.6907167961113044;0.03202489843444573;0.017500814170713613;0.9996540760494435;9.708109313097752;3.1048310926049494;0.6504949620107011;0.10297103625530404;0.06108274777193827;20.44436079419437
1066;0.21589015705590076;0.23375207965433256;1.8351487344616713;0.7474228120850349;0.09711096826476355;0.12806325209765435;0.9784493292686188;6.104571414670253;2.653316651194555;0.6615848169427404;0.1602814125357351;0.11512073698062794;10.449541811671525
1045;0.21502611792629134;0.20347609310690998;1.8351487344616713;0.7474228120850349;0.06313493236397559;0.1345181687689377;0.30797532887291956;5.9021493458350145;2.090943864083914;0.7218431441541716;0.05218019925067626;0.03372354771879651;34.16944666396397
1065;0.3477627187795853;0.1971171755007799;2.069567085688224;0.7465614972163914;0.030052267750881045;0.019826745384035328;0.44931097622048255;6.591587504127119;2.450713757643738;0.7262587195459216;0.06816430426496808;0.026361122136799198;29.361449559338396
807;0.0023496220934710274;0.00017384416692172686;4.321927062823218;0.0;0.0021824727984090905;0.0036814062873530644;0.9997770990046065;31.6259020638722;5.290091558431234;0.0548693165072822;0.031612603396590555;0.054869316507282204;135.71531599606698
1481;0.00855725747248129;0.02502288854364506;2.5745635363009542;0.6396532113920069;0.057697239568962146;0.050492794191309136;3.5041590205347397;19.998405503403546;5.903500636271159;0.6897968572646075;0.1752219205645352;0.11413746730667337;13.693158983796943
184;0.00855725747248129;0.02502288854364506;2.5745635363009542;0.6396532113920069;0.057697239568962146;0.050492794191309184;3.5041590205347397;19.99840550340353;5.903500636271159;0.6897968572646074;0.17522192056453534;0.11413746730667317;13.693158983796929
1003;0.17489622232420324;0.23116437551702335;0.44031973681488445;0.43172458390572566;0.25283696641445513;0.24438574588190298;0.8077527023327316;67.40837613874271;1.2360894668732183;0.4211851811418774;0.011982972274397792;0.03215323508913855;35.74545235789697
470;0.11704824419066719;0.20620769733054664;2.148454105344459;1.2984901130435318;0.11322941945160947;0.2193032730085443;0.9182958340544894;90.26174133380545;3.056576239883686;1.2916363845588668;0.010173699515262542;0.016196611882896325;210.17727156393374
42172;0.09449869353482976;0.15414755973790115;1.5797618776401052;0.5841222019538562;0.056757954618842914;0.1135046779187342;0.7278290591587513;10.684702729683936;2.2394721432701683;0.5371338524610239;0.0681187935286882;0.10095711562996229;22.191277998410076
