ids;c1;c2;cls_coef;density;f1.mean;f1.sd;f1v.mean;f1v.sd;f2.mean;f2.sd;f3.mean;f3.sd;f4.mean;f4.sd;hubs.mean;hubs.sd;l1.mean;l1.sd;l2.mean;l2.sd;l3.mean;l3.sd;lsc;n1;n2.mean;n2.sd;n3.mean;n3.sd;n4.mean;n4.sd;t1.mean;t1.sd;t2;t3;t4
41146;1.0;0.0;0.9339838670672045;0.9999820954099793;0.9692310850681662;0.11407620856438587;0.1758542283693728;;0.05893273591992012;;0.8052302888368462;;0.727751756440281;;0.999392776613226;0.01395812787887559;0.07135820473876753;;0.08391881342701013;;0.04605776736924283;;0.9989473013069781;0.39715066354410616;0.47247402753968115;0.04348445486865954;0.2570257611241218;0.4370363771630422;0.19672131147540983;0.39755865314733896;0.0005012531328320803;0.007099418340950563;0.0039032006245121;0.000975800156128025;0.25
1004;0.6500224216483541;0.6153846153846154;0.8521944450834911;0.9995770728992766;0.9144233836606634;0.16401005599384053;0.012656391744634352;;7.301740812222042e-14;;0.13;;0.0;;0.9949611797782865;0.04054647932619428;0.0;;0.0;;0.0;;0.6191027777777778;0.0033333333333333335;0.30679930771360403;0.041016324778066354;0.0;0.0;0.005;0.07059253153968889;0.015151515151515152;0.09818642971701831;0.1;0.04666666666666667;0.4666666666666667
48;0.9997213915970682;0.0004625773003910094;0.8410798603635858;0.9767770419426048;0.9454814332149158;0.04087060290686188;0.5282844464602531;0.11859372132578108;0.5640224572771743;0.11506245857788638;1.357834803088152;0.02973563044460226;0.8571729721991806;0.053198662154354835;0.9701006664298061;0.0759390328996798;0.21062990753204322;0.052943418578745176;0.2778630804256896;0.07264647522620946;0.2548215605874313;0.038199731969049605;0.9854392351212666;0.7284768211920529;;;0.3509933774834437;0.4788691609293537;0.48344370860927155;0.5013887997121806;0.011494252873563223;0.006263140682484221;0.033112582781456956;0.019867549668874173;0.6
1115;0.9997213915970682;0.0004625773003910094;0.6909827488606621;0.98719646799117;0.9360358615391814;0.04326243048263596;0.45452008215337963;0.1466422080890085;0.42823896989437404;0.09599679379808988;1.0729523932785436;0.07182751566047482;0.6052938627196053;0.06607447659245103;0.9740988347283971;0.07740364226027698;0.20362389869706796;0.059592703050918856;0.28453041382569627;0.06757577684298961;0.22462148175601873;0.08727945110316922;0.9853953773957282;0.6556291390728477;0.4876248037697998;0.1647148119845406;0.46357615894039733;0.5003310162560528;0.4105960264900662;0.4935790808480163;0.00793650793650794;0.004354361092059458;0.039735099337748346;0.013245033112582781;0.3333333333333333
41526;0.9995621827889446;0.0012130280982438624;200000001.0;1.0000643252283545;;;;;;;0.0;;0.0;;;;;;;;;;1.0;0.0;;;;;;;1.0;;0.0038592654531420852;;
40499;1.0;0.0;0.9990887247857768;0.920122336292549;0.25938985937157877;0.18300839657034482;0.006445370572069678;0.005466151439794619;9.169192093902683e-08;6.619383440442725e-07;0.6251818181818182;0.8431548579461038;0.0;0.0;0.9959752131021633;0.012870485240120114;8.490276295872432e-06;6.29655742204733e-05;5.4545454545454594e-05;0.00040451991747794544;0.0027818181818181843;0.0076731636941643035;0.9732357024793389;0.025818181818181817;0.27516065448110444;0.10426888330504916;0.00890909090909091;0.09397512811199103;0.015636363636363636;0.12407524651969111;0.09999999999999999;0.31552505834340305;0.007272727272727273;0.0007272727272727272;0.1
4329;0.6071716548713029;0.6604002425712553;0.8555051863652604;0.9623372499206098;0.9938158326591674;0.0052916122660647096;0.577112470602782;;0.0;;0.9234042553191489;;0.8936170212765957;;0.9809385739761395;0.042048584900987646;0.1296296296405427;;0.14893617021276595;;0.14893617021276595;;0.9821321865097329;0.33404255319148934;0.36578024113669977;0.20468045896259868;0.23404255319148937;0.42385005381785557;0.1702127659574468;0.37622005855520796;0.017857142857142856;0.11396189197703359;0.03404255319148936;0.00425531914893617;0.125
40690;0.9964308234404787;0.009839052535681625;1.0;1.0;0.9487074635206881;0.031063931889543903;0.22555750665410151;;1.0;;1.0;;1.0;;0.998046875;0.04419417382415922;0.11584697439234581;;0.18359375;;0.14453125;;0.9950599670410156;0.34765625;0.4865751857622992;0.03160079857208587;0.19921875;0.3998034925823155;0.16796875;0.37420414570318183;0.0036496350364963502;0.028082237932144937;0.017578125;0.017578125;1.0
40474;0.6579287033930475;0.3526497190588157;0.944151382407783;0.9489733578318787;0.9422226843058941;0.06974380607031033;0.1378028063984034;0.08519668104078204;;;4.236303642958193;4.546733814040212;0.48425337033757243;0.34796052247955794;0.9931149083866071;0.01760252910766664;0.05656080288847095;0.04464513584839381;0.07139512035661245;0.06425538603797115;0.0596047715197359;0.056542812484351;0.995985331632653;0.5225;0.42781540858467904;0.20905576738027046;0.3914285714285714;0.48815709673708396;0.35214285714285715;0.4777235313104038;0.003663003663003663;0.04732103243889439;0.009285714285714286;0.0014285714285714286;0.15384615384615385
50;0.9309539862507962;0.17214897430790677;1.0;1.0;0.9927466413388151;0.009267113508520136;0.773748980876019;;1.0;;1.0;;1.0;;0.9989561586638831;0.03230853348756192;0.257364341085222;;0.3465553235908142;;0.3465553235908142;;0.9962604765495269;0.3653444676409186;0.4952306572576189;0.03218752320498108;0.3089770354906054;0.4623130224377737;0.3068893528183716;0.46144397671686493;0.0024630541871921183;0.019690069719657744;0.009394572025052192;0.009394572025052192;1.0
40705;0.9433390515199497;0.14387721121729213;0.8980840281073414;0.8837254359860763;;;0.07237383189227212;;;;0.64859228362878;;0.08342022940563086;;0.9822232164311625;0.02697216034269567;0.04874087233753943;;0.06360792492179357;;0.06882168925964549;;0.8959704506236401;0.14285714285714285;0.23020668729181162;0.18374556210771648;0.08237747653806048;0.2750824119320918;0.11261730969760167;0.31628937252769906;0.010638297872340425;0.08945255478696941;0.045881126173096975;0.0020855057351407717;0.045454545454545456
788;0.9785423861930186;0.05749578888265028;0.6763354775482782;0.9884335948852078;;;0.23515395096375225;;;;0.9516129032258065;;0.6666666666666666;;0.9832089636942974;0.07156774770195545;0.13876695538548822;;0.18279569892473113;;0.17741935483870963;;0.9804890738813735;0.43010752688172044;0.40512284843711793;0.20752530201813582;0.2849462365591398;0.4526071589547732;0.24193548387096775;0.42941130806121736;0.1;0.29922627322023376;0.3225806451612903;0.0967741935483871;0.3
1507;0.999999525775866;1.314827477671976e-06;0.9991891891932433;0.9999998904161629;0.8333557256547015;0.00807206425743679;0.05847827404674106;;0.004116471061759754;;0.9902702702702703;;0.8952702702702703;;0.9998648648648648;0.01162476387438193;0.018965915436386704;;0.020270270270270285;;0.007972972972972947;;0.9891407596785975;0.08418918918918919;0.4396527922122689;0.03566370380296581;0.052162162162162164;0.22236895726823566;0.018378378378378378;0.13432442755064228;0.0005202913631633716;0.012051182057150544;0.002702702702702703;0.0025675675675675674;0.95
1508;0.8816388698823795;0.09165367604528807;0.7204061072381177;0.9882596940854043;0.769780437342561;0.3517434397512882;0.060509197548496894;0.095533210427978;0.11925420750743976;0.1554273079353841;0.468450896142656;0.5969235721412054;0.110321665793079;0.14714330211116314;0.9842502138666457;0.04731690365684234;0.016899193152347947;0.04114438380835843;0.03179367218334876;0.08743008772189267;0.03948450038001903;0.07937960039436887;0.9865832558540475;0.337468982630273;0.4084707553719503;0.1122610526483251;0.19602977667493796;0.39748477752597694;0.11166253101736973;0.3153422925223946;0.003424657534246575;0.004136855181829257;0.01240694789081886;0.01240694789081886;1.0
1047;0.5599632052718796;0.3733619463452472;0.7021886047959789;0.966395161683656;0.8486133391507584;0.06802453921068549;;;;;0.1911531324820156;0.43423705161627657;0.0;0.0;0.9710241901139556;0.06408385964808586;0.00483232284358166;0.017460822804522564;0.004936354253308608;0.015802676839224355;0.010922384595880786;0.0277141513381043;0.9486034604091339;0.3448275862068966;0.3091858329898739;0.2377110109409199;0.17733990147783252;0.3829003667087991;0.23645320197044334;0.425954061957522;0.010204081632653064;0.04531583598106058;0.07881773399014778;0.0049261083743842365;0.0625
