ids;c1;c2;cls_coef;density;f1.mean;f1.sd;f1v.mean;f1v.sd;f2.mean;f2.sd;f3.mean;f3.sd;f4.mean;f4.sd;hubs.mean;hubs.sd;l1.mean;l1.sd;l2.mean;l2.sd;l3.mean;l3.sd;lsc;n1;n2.mean;n2.sd;n3.mean;n3.sd;n4.mean;n4.sd;t1.mean;t1.sd;t2;t3;t4
466;0.998776608183713;0.0033852637396801777;200000001.0;1.0029498525073746;;;;;;;0.0;;0.0;;;;;;;;;;1.0;0.0;;;;;;;1.0;;0.041176470588235294;;
1499;0.9999999999999998;0.0;0.8800452059292428;0.9117338801549328;0.3182269381394485;0.21095891573659348;0.041986781432361155;0.0211821502112589;0.002206548501187337;0.0028772370809719634;0.21904761904761905;0.22916589362887552;0.0;0.0;0.9647907983062255;0.059490079763997304;0.00864843489277034;0.010752558659847311;0.014285714285714271;0.01428571428571429;0.004761904761904745;0.0041239304942115975;0.8875736961451247;0.12380952380952381;0.29285083346924;0.11633351946945383;0.05714285714285714;0.2326700202988444;0.0380952380952381;0.19188361323950345;0.03225806451612903;0.09373987969498125;0.03333333333333333;0.009523809523809525;0.2857142857142857
36;1.0000000000000004;-2.220446049250313e-16;0.9609685194855232;0.9640098316581642;;;0.021589840161423325;0.03148865886481534;;;0.37308802308802314;0.6135310243969662;0.02207792207792208;0.0931794424784261;0.9928580638660889;0.019546318693857822;0.0053376550913374135;0.01696040998428299;0.006926406926406929;0.019880101054715257;0.015007215007215004;0.03704818036047404;0.9549671108112666;0.08008658008658008;0.16771643151031143;0.14628923121673493;0.025974025974025976;0.1590922147773227;0.08181818181818182;0.27414686251076636;0.004629629629629629;0.03434165275303449;0.008225108225108226;0.0017316017316017316;0.21052631578947367
1500;0.9999999999999998;0.0;0.8800452059292428;0.9117338801549328;0.3182269381394485;0.21095891573659348;0.041986781432361155;0.0211821502112589;0.002206548501187337;0.0028772370809719634;0.21904761904761905;0.22916589362887552;0.0;0.0;0.9647907983062255;0.059490079763997304;0.008670134218219308;0.010741730398254006;0.014285714285714271;0.01428571428571429;0.019047619047619053;0.01797579627445416;0.8875736961451247;0.12380952380952381;0.29285083346924;0.11633351946945383;0.05714285714285714;0.2326700202988444;0.02857142857142857;0.16699671126136617;0.03225806451612903;0.09373987969498125;0.03333333333333333;0.009523809523809525;0.2857142857142857
826;0.9790170528907757;0.0562657449176871;0.6979166681770834;0.9994746376811594;0.9965472182238382;0.003610803185256487;0.8777127645254308;;1.0;;1.0;;1.0;;0.9982638888888888;0.04166666666666667;0.293251533736554;;0.4149305555555556;;0.4149305555555556;;0.9956989052854939;0.5972222222222222;0.4619936226539949;0.12132364113092156;0.3541666666666667;0.4786757094135952;0.3802083333333333;0.4858598384397456;0.002304147465437788;0.0022473152583281377;0.019097222222222224;0.013888888888888888;0.7272727272727273
747;0.7737069184593455;0.4578932817251866;0.5887653268937024;0.9798715821369309;0.8650240650810201;0.17819487769539796;0.1930562998457976;;0.0;;0.2994011976047904;;0.23952095808383234;;0.9692350075646291;0.07121734276547244;0.066991195500132;;0.07185628742514971;;0.07784431137724546;;0.8467137581125175;0.15568862275449102;0.3645727435919133;0.11519924923267985;0.0658682634730539;0.24879770053992514;0.07784431137724551;0.26873223059323065;0.05263157894736842;0.1452509553771048;0.023952095808383235;0.017964071856287425;0.75
902;0.9972943816462349;0.007468879668049877;0.8109570551361447;0.9731618674867207;0.9511254300225586;0.07838066465450381;0.48032173029724345;;0.6346666666666667;;0.8503401360544217;;0.8367346938775511;;0.9753186060759986;0.07896816736470867;0.17318663367520937;;0.29931972789115646;;0.3197278911564626;;0.9817205793882179;0.5782312925170068;0.468186216692926;0.2440587718012796;0.43537414965986393;0.49750097695070805;0.3197278911564626;0.4679654968815006;0.014084507042253521;0.023320649332139825;0.04081632653061224;0.013605442176870748;0.3333333333333333
40;0.9967295890208366;0.009019788311090626;0.857211538931437;0.9975845410628019;0.9585574404564514;0.043658510699115825;0.13289941946994935;;1.0453391893464135e-06;;0.9471153846153846;;0.0;;0.9877459186073645;0.06841074433787007;0.047928074933397236;;0.06730769230769229;;0.11538461538461542;;0.9664154955621301;0.28846153846153844;0.41522057585196886;0.0766720821719518;0.125;0.3315167893825471;0.09615384615384616;0.2955133343969298;0.029411764705882353;0.14261804611034476;0.28846153846153844;0.08173076923076923;0.2833333333333333
737;0.9999532967890264;0.00012947901580195875;0.9978305325682838;0.7883359988692629;0.9551999986006328;0.08800284945334612;0.8985738856622497;;0.15956442259475465;;0.9517219182491149;;0.9378822014805278;;0.9883318224991355;0.01362964790719842;0.11746637798015802;;0.1564209848728677;;0.3089797232056646;;0.9972036937264598;0.327325394271001;0.3938833874168345;0.1255826370479262;0.1998712584486643;0.39996778222770385;0.271000965561635;0.4445481390926467;0.058823529411764705;0.24054552629331252;0.0019311232700354038;0.000321853878339234;0.16666666666666666
44;0.9673602371807668;0.08595230360311157;0.9655196557517363;0.7773339444166202;0.9666240089319393;0.031871824517273474;0.15806776093155264;;2.533148078312225e-33;;0.9087154966311671;;0.6153010215170616;;0.9903933672696522;0.011184089120506254;0.06914737929925929;;0.0662899369702239;;0.030210823733970882;;0.9929366252415478;0.17713540534666378;0.2801578846334875;0.2004827737968934;0.08780699847859161;0.2830447700854933;0.1069332753749185;0.3090619849590961;0.038461538461538464;0.1947419959168864;0.01238861117148446;0.0004346881112801565;0.03508771929824561
