ids;c1;c2;cls_coef;density;f1.mean;f1.sd;f1v.mean;f1v.sd;f2.mean;f2.sd;f3.mean;f3.sd;f4.mean;f4.sd;hubs.mean;hubs.sd;l1.mean;l1.sd;l2.mean;l2.sd;l3.mean;l3.sd;lsc;n1;n2.mean;n2.sd;n3.mean;n3.sd;n4.mean;n4.sd;t1.mean;t1.sd;t2;t3;t4
31;0.8812908992306927;0.27586206896551724;0.9131000003760056;0.9998678678678679;0.9821323130448404;0.029190637782942962;0.39978655694170767;;0.6619207603807451;;0.986;;0.976;;0.9973005445931413;0.03152311290392394;0.13972576838484252;;0.22599999999999998;;0.20899999999999996;;0.993532;0.433;0.4560059359254176;0.08440327373851315;0.293;0.45536618051668964;0.219;0.41377555535605315;0.0034602076124567475;0.04146960870071093;0.02;0.001;0.05
1075;0.41823656965418116;0.8166923400084022;0.880717761238944;0.818366129994037;0.9525822676551211;0.026730963989616618;0.2675358964188749;;0.12523868312471498;;0.7923076923076923;;0.07692307692307693;;0.9436374275961356;0.06745793154545573;0.07799547091491654;;0.08461538461538465;;0.08461538461538465;;0.7172189349112426;0.17692307692307693;0.22375206609626544;0.19865981942377745;0.1076923076923077;0.31119060801061;0.09230769230769231;0.29057958245344645;0.017857142857142856;0.03632105783558851;0.06153846153846154;0.007692307692307693;0.125
35;0.9410570842752876;0.05050185759866821;200000001.0;1.0027397260273974;;;;;;;0.0;0.0;0.0;0.0;;;;;;;;;1.0;0.0;;;;;;;1.0;;0.09289617486338798;;
37;0.9331343166407832;0.16724669384508295;0.854683153101263;0.9712183561495003;0.9416866191212752;0.07013607469522976;0.34355907828141763;;0.2515956493264203;;0.9934895833333334;;0.9778645833333334;;0.9824156535879024;0.031530439022278936;0.14731990264255512;;0.2265625;;0.17578125;;0.9894120958116319;0.4375;0.4540678904712488;0.0959937367834512;0.2942708333333333;0.45601126450934193;0.24348958333333334;0.4294677703067953;0.005076142131979698;0.0381319833314038;0.010416666666666666;0.0026041666666666665;0.25
818;0.9969954265557697;0.008290155440414448;0.9520754604543603;0.8917423530639942;0.5132924781179851;0.20644971093580042;0.06475277903374409;;0.0;;0.0;;0.0;;0.9678390364438125;0.046888922352659075;0.0017567950174235403;;0.006451612903225823;;0.016129032258064502;;0.8544432882414152;0.05161290322580645;0.10448485471647943;0.11556127382365755;0.01935483870967742;0.13799149835148472;0.08387096774193549;0.2776423792221943;0.02;0.06998238675574069;0.025806451612903226;0.0032258064516129032;0.125
45712;1.0;0.0;0.9039615411319923;0.9614348844085377;0.991625695268984;0.013648566953293285;0.7414986249030904;;0.010082220053654415;;0.9731638418079096;;0.902542372881356;;0.9840081218892098;0.03403417790480345;0.17811431533769073;;0.3587570621468926;;0.3587570621468926;;0.9956390245459479;0.5466101694915254;0.3954367915211476;0.15428370141398087;0.2598870056497175;0.4388824546463392;0.3644067796610169;0.4816036548933032;0.0044444444444444444;0.028060715049462906;0.018361581920903956;0.0014124293785310734;0.07692307692307693
45604;0.8457365854914222;0.3417847039588232;0.48104603344779373;0.9984164164164164;0.8984981793958928;0.05615104840907601;0.1258291366074285;;0.9497598569042242;;0.985;;0.954;;0.9952208430662013;0.0312751945925029;0.0013157726119221724;;0.006000000000000005;;0.050000000000000044;;0.957817;0.145;0.35903054877251417;0.09550122001511173;0.075;0.26352313834736496;0.068;0.2518718710762268;0.0035587188612099642;0.02838380330014624;0.006;0.006;1.0
1011;0.9839667997071854;0.043329058199590875;0.8882732859645083;0.9055614783226723;0.7834663498892807;0.20084135770993386;0.06568896808393929;;0.0;;0.4880952380952381;;0.22321428571428573;;0.9685920695918598;0.04467294352648633;0.030540321651922775;;0.029761904761904767;;0.029761904761904767;;0.9004659155328798;0.08035714285714286;0.2994850665872465;0.1167405303848757;0.05357142857142857;0.22550582800632615;0.026785714285714284;0.16169741938911766;0.033333333333333326;0.1219459381467022;0.020833333333333332;0.01488095238095238;0.7142857142857143
1472;0.8963605787443216;0.022941793425955703;0.9360815683704566;0.9932536125597566;0.3994995641334371;0.33919422430051116;0.039513361605900174;0.09479891356942331;;;0.7651656817330674;1.5387725879117389;0.015646405175457734;0.09639416002683394;0.9913101194949792;0.035045234880941516;0.006068119403026329;0.02582380849461666;0.008902149790917694;0.037766655146905526;0.015295815780851325;0.042475516180052096;0.9970499674479166;0.6705729166666666;0.5001732180605865;0.11689303660900803;0.4401041666666667;0.49672301845409467;0.4388020833333333;0.4965640717328842;0.0014903129657228018;0.0007776425530793896;0.01171875;0.0026041666666666665;0.2222222222222222
188;0.974226387720249;0.027038952244606285;200000001.0;1.0013605442176872;;;;;;;0.0;0.0;0.0;0.0;;;;;;;;;1.0;0.0;;;;;;;1.0;;0.025815217391304348;;
