ids;c1;c2;cls_coef;density;f1.mean;f1.sd;f1v.mean;f1v.sd;f2.mean;f2.sd;f3.mean;f3.sd;f4.mean;f4.sd;hubs.mean;hubs.sd;l1.mean;l1.sd;l2.mean;l2.sd;l3.mean;l3.sd;lsc;n1;n2.mean;n2.sd;n3.mean;n3.sd;n4.mean;n4.sd;t1.mean;t1.sd;t2;t3;t4
722;0.9210049486251755;0.19412530179577303;0.9504937447109693;0.9724263039758206;;;0.2350598811756261;;;;0.7769333333333334;;0.5110666666666667;;0.9959978093486691;0.007117057923840422;0.09745483458283222;;0.09406666666666663;;0.1872666666666667;;0.9875855911111111;0.06093333333333333;0.24561078788219748;0.12263844378054894;0.0296;0.16948674004280304;0.18946666666666667;0.39189193345622214;0.002551020408163265;0.03481905982447946;0.0032;0.0008666666666666666;0.2708333333333333
871;1.0;0.0;0.9969730645656227;0.9105346823698787;0.9998940985336144;9.38793128171499e-05;0.9974251205549082;;0.5210184379067542;;0.9981808731808732;;0.9940228690228691;;0.9905123003328103;0.013034683290305028;0.14286859387046957;;0.487006237006237;;0.5036382536382537;;0.9994800468747974;0.7141372141372141;0.502116514578497;0.09046152305938533;0.5171517671517671;0.4997706735252982;0.4851871101871102;0.4998454830859647;0.0009784735812133072;0.014920390677110144;0.0012993762993762994;0.0007796257796257797;0.6
446;1.0;0.0;0.9521943701657998;0.9122110552763819;0.9141546138258007;0.07796900342287225;0.019490726732129284;;0.3836661730286481;;0.92;;0.605;;0.9680368137091939;0.06323247942640943;0.0;;0.0;;0.10499999999999998;;0.948175;0.095;0.2461484352974874;0.10782403093465472;0.03;0.17101529509309654;0.105;0.3073226906378774;0.007462686567164179;0.007773733212970121;0.035;0.005;0.14285714285714285
952;0.8419982850006483;0.13573683529522218;0.9196603195997086;0.8951340441402308;0.7371034558206484;0.22609806510919903;0.09078456377590473;0.11513296207163853;0.0008503618021067252;0.001490350537906034;0.5291982777681765;0.5441639272233513;0.0616228415472629;0.17553277773444012;0.9653688413982757;0.05907527348835012;0.024030104890433935;0.044749080865751203;0.04139710227509196;0.07346215041123562;0.06054513086594255;0.08655761423941644;0.9723993361865665;0.49065420560747663;0.4048151914985963;0.16122984346289423;0.29906542056074764;0.4589220534024466;0.3130841121495327;0.46483559861202695;0.0588235294117647;0.2148710912056495;0.04205607476635514;0.02336448598130841;0.5555555555555556
752;0.9999559719934967;0.00012206286237415043;1.0;1.0;0.9972124528520204;0.015125058345228279;0.7186185472683971;;0.983114812725881;;0.998779296875;;0.983154296875;;0.9998779296875;0.011048543456039806;0.18943881855555633;;0.3447265625;;0.3382568359375;;0.9997103065252304;0.6048583984375;0.4974287971470908;0.02023983799718432;0.4425048828125;0.4967136289933797;0.1456298828125;0.35275630413817993;0.0002986857825567503;0.009047860079983025;0.00390625;0.0006103515625;0.15625
816;0.9999860693604422;3.862306392954373e-05;0.6242157936721908;0.999742953393969;0.9602225702685351;0.07512336813674683;0.35357560076698263;;0.9953863320720748;;0.999267578125;;0.9962158203125;;0.9986143026352506;0.010961971714565227;0.15985650160673692;;0.173095703125;;0.17578125;;0.9993100762367249;0.3953857421875;0.4576525992692473;0.06982566481171605;0.258544921875;0.4378616778341428;0.2410888671875;0.4277702217666487;0.00020429009193054137;0.0005836897976369362;0.0009765625;0.000732421875;0.75
721;0.9993506898146104;0.001798381456688869;1.0;1.0;0.9250579460794214;0.1359511968168025;0.13555441999973428;;1.0;;1.0;;1.0;;0.995;0.07071067811865475;0.07928198049224822;;0.09499999999999997;;0.07999999999999996;;0.971975;0.275;0.43390405317950687;0.06592356448441825;0.16;0.3675260220507142;0.09;0.2868999090082545;0.01098901098901099;0.05031136264536284;0.05;0.05;1.0
1495;0.9849900098451575;0.04062950655213504;0.4080000021407273;0.988722891566265;0.9829092355028228;0.0157920821227221;0.6889689368905607;;0.5;;0.636;;0.636;;0.996;0.06324555320336758;0.15689437932859018;;0.372;;0.356;;0.913168;0.06;0.04646913041476316;0.1293793006832469;0.004;0.0632455532033676;0.12;0.3256134155490866;0.019230769230769232;0.055437162938689416;0.024;0.024;1.0
717;0.9885202681730657;0.031248092767775515;0.8675017897250407;0.9535634968705835;0.8147110022889903;0.17555180965833292;0.16326447322538237;;0.012721581990075266;;0.7145669291338582;;0.5767716535433071;;0.9740383422485374;0.03601457359004046;0.07918450820659584;;0.10433070866141736;;0.08661417322834641;;0.9581344162688326;0.23622047244094488;0.40514650005303854;0.09063465788484032;0.14960629921259844;0.357036678594262;0.13976377952755906;0.34708357096499576;0.02325581395348837;0.07878848326504256;0.01968503937007874;0.007874015748031496;0.4
1519;0.8483595044217704;0.2777400252402681;0.9869616293271728;0.6791924550545241;0.910340872095251;0.118143493047267;0.000432888220125816;0.00035714253000692096;2.872294510915674e-56;4.974960027207146e-56;0.381712962962963;0.26057896177345174;0.0;0.0;0.9317206351370236;0.06259734591895572;0.0;0.0;0.0;0.0;0.03125;0.05412658773652741;0.9127036306523486;0.28205128205128205;0.41347920301323676;0.10233260817731321;0.13675213675213677;0.345063285199699;0.07692307692307693;0.2676154650525237;0.058823529411764705;0.18067581472587058;0.7692307692307693;0.06837606837606838;0.08888888888888889
1520;0.968224795745143;0.03253829842309086;0.9928208572471313;0.8371988627861738;0.901990920498486;0.12580218651031194;0.0043620368394397995;0.0031562723324984054;9.348388357099903e-29;2.956219937695001e-28;0.7116746066182005;0.38410133074898983;0.0027397260273972603;0.008663774411420218;0.960410700691821;0.06751326751532566;0.001636091658044636;0.005173776100222396;0.0027397260273972603;0.008663774411420218;0.050976446359545104;0.061456243929514286;0.9626338488994646;0.5182926829268293;0.4648703058993429;0.12113830468584988;0.3597560975609756;0.48139871772026394;0.25609756097560976;0.4378131828320149;0.1111111111111111;0.3127605662312288;0.5487804878048781;0.054878048780487805;0.1
1498;0.9307388109871576;0.17263107427827817;0.8031010948670758;0.9887220516287761;0.9446142944974132;0.04454318670040992;0.4239396998457969;;0.358953907604327;;0.9502164502164502;;0.9090909090909091;;0.9853448235313317;0.04420358935658434;0.1473779630121005;;0.27056277056277056;;0.2640692640692641;;0.9897396975319053;0.5;0.4670181182068797;0.08980340853973245;0.354978354978355;0.4790254699199148;0.24891774891774893;0.43285476935639117;0.005555555555555556;0.02036930825080185;0.01948051948051948;0.008658008658008658;0.4444444444444444
182;0.9606955131275013;0.03232934798278153;0.9816335754845007;0.9281549123612944;0.33228745172778656;0.07030014163767266;0.059439289495208686;0.05614014700847129;2.5031844292503387e-05;7.455471177623464e-05;1.4889927824849374;0.564656212124901;0.15085619052139465;0.22762575049784814;0.9946739720655755;0.011277153897782482;0.022245376004276753;0.03314220875097134;0.027201335384133652;0.044005825807679325;0.020022733621741548;0.03160277030447345;0.9778819878630738;0.1578538102643857;0.38213915260331527;0.10074359743856195;0.09471228615863142;0.29283989780115244;0.10699844479004665;0.30913531003506484;0.02222222222222222;0.14724624780756793;0.005598755832037325;0.0009331259720062209;0.16666666666666666
